id,texto,correcto,id_pregunta
1069,"Durante el período de suspensión de la licencia de conducción, circulen por la vía conduciendo un vehículo de motor.",-1,357
1070,"Siendo conductores profesionales, en más de una ocasión, durante un año natural, se les suspenda la licencia de conducción por conducir después de haber ingerido bebidas alcohólicas.",0,357
1071,"Detener la marcha, cualesquiera que sean las circunstancias de visibilidad, dándole prioridad a los vehículos que se aproximan por la vía transversal.",0,358
1072,"Ceder el paso o detenerse si es necesario, dándole prioridad a los vehículos que por la vía transversal se aproximan por el   lado derecho.",0,358
1073,"Disminuir la velocidad y parar si fuera necesario, a fin de permitirle el paso a todos los vehículos que se aproximen por la vía transversal.",-1,358
1074,Solo en vías de dos o más carriles de circulación en un mismo sentido.,0,359
1075,En cualquier tipo de vía.	,-1,359
1076,"Solo en vías de doble sentido de circulación, con un dos carriles.",0,359
1077,"5 Infracciones.
",0,360
1078,"4 Infracciones.
",-1,360
1079,3 Infracciones.,0,360
1080,Que los vehículos deben disminuir la velocidad por aproximarse a alguna interrupción en la vía.,0,361
1081,"Que los vehículos deben detenerse.
",-1,361
1082,"Que los vehículos pueden continuar la marcha.	
",0,361
1083,Cuando se enciende la luz verde que permite el giro izquierda.,-1,362
1084,"Cuando no viene nadie en el sentido contrario, sin importar las luces del semáforo.",0,362
1085,"Cuando existe la señal que lo autoriza, con cualquier luz.",0,362
1086,Podrá transportar personas sentadas en las barandas del vehículo cuando este no cuente con bancos o asiento.,0,363
1087,Solo transportará cinco personas de pie por cada metro cuadrado.,0,363
1088,La velocidad máxima no excederá los 40 kilómetros por hora en zona urbana y los 60 kilómetros por hora en zona rural.,-1,363
1089,"La maniobra cause obstrucciones en la circulación.
",0,364
1090,"La distancia a recorrer sea de 20 metros.
",-1,364
1091,"Se realice en un túnel.	
",0,364
1092,"A veces.
",0,365
1093,"Nunca.
",-1,365
1094,"Siempre.	
",0,365
1095,"Siempre, ya que está permitido totalmente.
",0,366
1096,"Nunca, ya que está prohibido.
",0,366
1097,"Con el permiso del Ministerio del Interior.	
",-1,366
1098,"Sí, en todos los casos y modos.
",0,367
1099,"No, nunca.
",0,367
1100,"Sí, excepto en vías cerradas a tal efecto o zona de recreación.	
",-1,367
1101,"En camino de tierra o terraplén, no se conducirá a una velocidad superior a los 60 kilómetros por hora.
",-1,368
1102,"En zona urbana la velocidad máxima es de 60 kilómetros por hora.
",0,368
1103,"En los túneles, la velocidad se mantendrá a 70 kilómetros por hora.",0,368
1104,"Sonar el claxon con regularidad para avisar que se aproxima una caravana.
",0,369
1105,"Que los vehículos estén techados, para proteger a los pasajeros.
",0,369
1106,"Llevar encendidas las luces de cruce o cortas, en horas del día.	
",-1,369
1107,"No, porque está prohibido.
",-1,370
1108,"Podré parar, pero no estacionar.
",0,370
1109,"Sí, cuando no haya señal que prohíba parar o estacionar y se pueda pasar, aún con dificultades.	
",0,370
1110,"Su tiempo acaba de comenzar.
",0,371
1111,"Su tiempo está por concluir.
",-1,371
1112,"Ambas cosas.	
",0,371
1113,El cruce con una sola vía férrea simple.,-1,372
1114,El cruce con dos o más vías férreas que no está protegido por barreras o semibarreras.,0,372
1115,"Peligro por la proximidad de un paso a nivel, con una vía férrea simple, provisto de barreraso semibarreras.",0,372
1116,"Preferencia en el cruce para peatones.
",0,373
1117,Indica que el conductor está obligado a detenerse ante ella.,0,373
1118,"Indica un lugar destinado a los peatones que cruzan la vía, sin preferencia en el cruce.",-1,373
1119,Moderar la velocidad y tomar precauciones.,-1,374
1120,Detener la marcha.	,0,374
1121,"Ceder el paso.
",0,374
1122,"Sólo en los autos ligeros.
",0,375
1123,"No, pero es aconsejable.
",0,375
1124,"Sí.	
",-1,375
1125,"Nunca, ya que es opcional.
",0,376
1126,"Solo de noche.
",0,376
1127,"Siempre.	
",-1,376
1128,"Durante un año natural, se les notifique en más de tres ocasiones con la notificación preventiva.",0,377
1129,Sean detectados en una ocasión conduciendo un vehículo de motor por la vía pública sin chapas.,0,377
1130,"No aprueben algunos de los reexámenes médico, teórico o práctico o no lo realicen en el término establecido.",-1,377
1131,"Ha cumplido el término de una cancelación.
",-1,378
1132,"Después de cumplida una medida de suspensión de la licencia de conducción.
",0,378
1133,"Después de cumplida una sanción judicial.	
",0,378
1134,"Cancelación de la licencia de conducción.
",0,379
1135,"Suspensión de la licencia de conducción.
",0,379
1136,"Multa de 300.00 pesos.	
",-1,379
1137,"3 infracciones.
",0,380
1138,"4 infracciones.
",-1,380
1139,2 infracciones.,0,380
1140,"No, porque está prohibido.
",-1,381
1141,"Sí, por poblado, siempre que no se rebase los 20 kilómetros por hora.
",0,381
1142,"Sí, siempre que lleve puesto el casco de protección.",0,381
1143,"No, nunca.
",-1,382
1144,"Sí, siempre.
",0,382
1145,"Sí, a veces, si es para el círculo infantil.",0,382
1146,"No emprender nuevamente la marcha hasta que se cerciore de que todos los pasajeros han terminado de subir o bajar del vehículo y las puertas se encuentran debidamente cerradas.
",-1,383
1147,"Mantener el vehículo detenido por no menos de tres minutos.
",0,383
1148,Realizar la detención en cualquier carril.,0,383
1149,No provoque ningún ruido.,0,384
1150,"No tape u oculte las luces de frenado y los indicadores de dirección, los dispositivos reflectantes y el número de la placa o chapa.",-1,384
1151,Se mantenga seca.,0,384
1152,"Cualquier vehículo destinado a carga o transporte colectivo de pasajeros, vehículos pertenecientes al sector estatal; conductores noveles bajo los efectos del alcohol.
",-1,385
1153,"Un vehículo de tracción animal cuando haya ingerido bebidas alcohólicas, sin que afecte su capacidad para conducir.
",0,385
1154,Con defectos físicos sin portar documento de autorización.,0,385
1155,La proximidad de un paso a nivel con protección.,-1,386
1156,La proximidad de un perfil irregular o badén.   ,0,386
1157,La proximidad de una bajada peligrosa.	,0,386
1158,"No exceder los 50 kilómetros por hora de velocidad, en zona urbana o rural.",0,387
1159,"En zona urbana o rural, disminuir la velocidad, establecida para la vía, en correspondencia con sus condiciones de visibilidad.",0,387
1160,"En zona urbana, no exceder los 40 kilómetros por hora de velocidad y los 60 kilómetros por hora de velocidad, en zona rural.",-1,387
1161,"Al acercarse a animales, solos o en rebaños.",-1,388
1162,"Ante el vehículo que se aproxima por la vía transversal, por su lado izquierdo, en vías de igual categoría.",0,388
1163,"Al aproximarse a una señal de ""Prohibición de Parqueo"".",0,388
1164,"Sí, a veces, con permiso de su empresa.
",0,389
1165,"Sí, siempre.
",0,389
1166,No.,-1,389
1167,"Siempre.
",-1,390
1168,"Nunca.
",0,390
1169,A veces.,0,390
1170,En cambios de rasante en vías de dos o más sendas en el mismo sentido.,0,391
1171,"En curvas de visibilidad reducida, en vías de doble sentido de circulación.",-1,391
1172,A 100 metros de un paso a nivel.,0,391
1173,Una.,0,392
1174,Dos.,-1,392
1175,Tres.,0,392
1176,"Indican el sentido y la dirección correcta que deben tomar los conductores de vehículos.
",0,393
1177,"Indica que la vía es de doble sentido.
",0,393
1178,Indica que no se puede cruzar ni circular sobre ella.,-1,393
1179,Sí.,-1,394
1180,No.,0,394
1181,A veces.,0,394
1182,1-Señales de los agentes de la autoridad;<br>2- señales provisionales;<br>3-señales mediante luces de los semáforos;<br>4-señales verticales y;<br>5-señales horizontales. ,-1,395
1183,1-Señales mediante luces de los semáforos;<br>2- señales provisionales;<br>3-señales de los agentes de la autoridad;<br>4-señales verticales y;<br>5-señales horizontales.,0,395
1184,1-Señales de los agentes de la autoridad;<br>2-señales mediante luces de los semáforos;<br>3- señales provisionales;<br>4-señales horizontales y;<br>5-señales verticales.,0,395
1185,Que no se puede girar en la próxima intersección.,0,396
1186,"A los vehículos, el sentido que deben seguir obligatoriamente en el punto donde está situada la señal.    ",0,396
1187,"Que la vía por la cual se transita es de una sola dirección, en el sentido que indica la flecha de la señal.",-1,396
1188,"Disminuir la velocidad y parar si fuera necesario, a fin de permitir el paso a todos los vehículos que se aproximan por la vía transversal por el lado izquierdo.",0,397
1189,"Ceder el paso o detenerse si es necesario, ante el vehículo que por la vía transversal se aproxima por su lado derecho.	",-1,397
1190,"Ceder el paso a los vehículos que se aproximan en sentido opuesto, por la misma vía.	",0,397
1191,"Aparece con señales de alteración o deterioro, que hagan dudosa su autenticidad.
",-1,398
1192,"Haya sido obtenida por el Servicio Militar Activo.
",0,398
1193,Haya sido obtenida durante el cumplimiento de una misión fuera del país.,0,398
1194,"Multa de 100.00 pesos.
",-1,399
1195,"Ocuparle la chapa del vehículo.
",0,399
1196,Suspensión de la licencia de conducción.,0,399
1197,4 infracciones.,0,400
1198,3 infracciones.,-1,400
1199,2 infracciones.,0,400
1200,La distancia a recorrer es de 25 metros.,0,224
