id,nombre,contenido,seccion,contenido_upper,favorito,marca,camino
146,ARTICULO 146,"Se prohibe a los peatones:<BR>
1) cruzar una vía entre vehículos parqueados, por delante o por detrás de un vehículo que está detenido o se está deteniendo;<BR>
2) formar grupos en las aceras que obstruyan la circulación de otros peatones, o impidan la visibilidad de los conductores en las intersecciones; e<BR>
3) invadir o permanecer en la calzada de forma tal que obstruya la circulación vehicular.
",22,"SE PROHIBE A LOS PEATONES:<BR>
1) CRUZAR UNA VIA ENTRE VEHICULOS PARQUEADOS, POR DELANTE O POR DETRAS DE UN VEHICULO QUE ESTA DETENIDO O SE ESTA DETENIENDO;<BR>
2) FORMAR GRUPOS EN LAS ACERAS QUE OBSTRUYAN LA CIRCULACION DE OTROS PEATONES, O IMPIDAN LA VISIBILIDAD DE LOS CONDUCTORES EN LAS INTERSECCIONES; E<BR>
3) INVADIR O PERMANECER EN LA CALZADA DE FORMA TAL QUE OBSTRUYA LA CIRCULACION VEHICULAR.
",,0,-16-17-22-
147,ARTICULO 147,"Los peatones discapacitados, deben cumplir las disposiciones de los artículos precedentes y, una vez iniciado el cruce, tienen derecho de paso preferencial con respecto a los vehículos, en las intersecciones a nivel sin semáforos.
 
",22,"LOS PEATONES DISCAPACITADOS, DEBEN CUMPLIR LAS DISPOSICIONES DE LOS ARTICULOS PRECEDENTES Y, UNA VEZ INICIADO EL CRUCE, TIENEN DERECHO DE PASO PREFERENCIAL CON RESPECTO A LOS VEHICULOS, EN LAS INTERSECCIONES A NIVEL SIN SEMAFOROS.
 
",,0,-16-17-22-
148,ARTICULO 148,"Los pasajeros están obligados a:<BR>
1) hacer uso de los medios de protección pasivos instalados en el vehículo;<BR>
2) abrir las puertas del vehículo cuando este se encuentre totalmente detenido y después de cerciorarse que no ofrece peligro para su seguridad y la de los demás usuarios de la vía;<BR>
3) descender o abordar con el vehículo detenido y hacerlo por el lado donde está la acera, paseo, borde de la calzada o por detrás;<BR>
4) Se exceptúan de la obligación anterior a los pasajeros de vehículos que por diseño y fabricación no posean puertas hacia el borde de la vía;<BR>
5) cerrar correctamente las puertas del vehículo después de montarse o descender;<BR>
6) no llevar parte del cuerpo u objetos fuera de la cabina o cama;<BR>
7) permanecer sentados en vehículos con barandas inferiores a 120 centímetros; y<BR>
8) no arrojar objetos hacia la vía.
",22,"LOS PASAJEROS ESTAN OBLIGADOS A:<BR>
1) HACER USO DE LOS MEDIOS DE PROTECCION PASIVOS INSTALADOS EN EL VEHICULO;<BR>
2) ABRIR LAS PUERTAS DEL VEHICULO CUANDO ESTE SE ENCUENTRE TOTALMENTE DETENIDO Y DESPUES DE CERCIORARSE QUE NO OFRECE PELIGRO PARA SU SEGURIDAD Y LA DE LOS DEMAS USUARIOS DE LA VIA;<BR>
3) DESCENDER O ABORDAR CON EL VEHICULO DETENIDO Y HACERLO POR EL LADO DONDE ESTA LA ACERA, PASEO, BORDE DE LA CALZADA O POR DETRAS;<BR>
4) SE EXCEPTUAN DE LA OBLIGACION ANTERIOR A LOS PASAJEROS DE VEHICULOS QUE POR DISENO Y FABRICACION NO POSEAN PUERTAS HACIA EL BORDE DE LA VIA;<BR>
5) CERRAR CORRECTAMENTE LAS PUERTAS DEL VEHICULO DESPUES DE MONTARSE O DESCENDER;<BR>
6) NO LLEVAR PARTE DEL CUERPO U OBJETOS FUERA DE LA CABINA O CAMA;<BR>
7) PERMANECER SENTADOS EN VEHICULOS CON BARANDAS INFERIORES A 120 CENTIMETROS; Y<BR>
8) NO ARROJAR OBJETOS HACIA LA VIA.
",,0,-16-17-22-
149,ARTICULO 149,"Las señales mediante luces para regu- lar la circulación vial, se realizan por semáforos, divididos generalmente en tres Secciones, distribuidas vertical u horizontalmente. Las luces están situadas, de arriba abajo o de izquierda a derecha en el orden siguiente:<BR>
— roja;<BR>
— amarilla; y<BR>
— verde.<BR>
Los semáforos pueden disponer de un contador que permite a los conductores conocer el tiempo restante de cada luz, que no sustituye sus significados, ni determina las prioridades de las corrientes vehiculares.
",23,"LAS SENALES MEDIANTE LUCES PARA REGU- LAR LA CIRCULACION VIAL, SE REALIZAN POR SEMAFOROS, DIVIDIDOS GENERALMENTE EN TRES SECCIONES, DISTRIBUIDAS VERTICAL U HORIZONTALMENTE. LAS LUCES ESTAN SITUADAS, DE ARRIBA ABAJO O DE IZQUIERDA A DERECHA EN EL ORDEN SIGUIENTE:<BR>
— ROJA;<BR>
— AMARILLA; Y<BR>
— VERDE.<BR>
LOS SEMAFOROS PUEDEN DISPONER DE UN CONTADOR QUE PERMITE A LOS CONDUCTORES CONOCER EL TIEMPO RESTANTE DE CADA LUZ, QUE NO SUSTITUYE SUS SIGNIFICADOS, NI DETERMINA LAS PRIORIDADES DE LAS CORRIENTES VEHICULARES.
",,0,-16-17-23-
150,ARTICULO 150,"La luz roja indica que:<BR>
1) los conductores de vehículos están obligados a detenerse en la línea de Pare o, si no existe esta, hacerlo antes del paso para peatones, en las inmediaciones de la intersección sin sobrepasar la misma o en la vertical de la señal correspondiente si la hubiere y los peatones en la acera o zona de seguridad. Cuando junto con esta luz se enciende la amarilla significa que está a punto de terminar, pero esto no cambia la acción prohibitiva de la luz roja;<BR>
2) con independencia de lo señalado, se puede efectuar giros a la derecha o seguir recto en las intersecciones autorizadas mediante la señalización correspondiente. El conductor está obligado a adoptar las precauciones debidas para no interferir la circulación de los vehículos que lo hacen por la vía que tiene proyectada la luz verde;<BR>
3) los conductores de vehículos, cuando exista una o dos luces rojas intermitentes alternativamente, están obligados a detenerse en la línea de Pare o, si no existe esta, hacerlo antes del paso para peatones, en las inmediaciones de la intersección sin sobrepasar esta, cualesquiera que sean las circunstancias de visibilidad, y continuar la marcha cediendo el paso a los vehículos que lo hacen por la vía transversal o de los peatones que hacen uso del cruce; y<BR>
4) los conductores de vehículos, cuando exista una o dos luces rojas intermitentes alternativamente en los pasos a nivel, salidas de ambulancias, vehículos de bomberos y otros con régimen especial y puentes móviles, no continúan la marcha mientras la luz o las luces permanezcan encendidas.
",23,"LA LUZ ROJA INDICA QUE:<BR>
1) LOS CONDUCTORES DE VEHICULOS ESTAN OBLIGADOS A DETENERSE EN LA LINEA DE PARE O, SI NO EXISTE ESTA, HACERLO ANTES DEL PASO PARA PEATONES, EN LAS INMEDIACIONES DE LA INTERSECCION SIN SOBREPASAR LA MISMA O EN LA VERTICAL DE LA SENAL CORRESPONDIENTE SI LA HUBIERE Y LOS PEATONES EN LA ACERA O ZONA DE SEGURIDAD. CUANDO JUNTO CON ESTA LUZ SE ENCIENDE LA AMARILLA SIGNIFICA QUE ESTA A PUNTO DE TERMINAR, PERO ESTO NO CAMBIA LA ACCION PROHIBITIVA DE LA LUZ ROJA;<BR>
2) CON INDEPENDENCIA DE LO SENALADO, SE PUEDE EFECTUAR GIROS A LA DERECHA O SEGUIR RECTO EN LAS INTERSECCIONES AUTORIZADAS MEDIANTE LA SENALIZACION CORRESPONDIENTE. EL CONDUCTOR ESTA OBLIGADO A ADOPTAR LAS PRECAUCIONES DEBIDAS PARA NO INTERFERIR LA CIRCULACION DE LOS VEHICULOS QUE LO HACEN POR LA VIA QUE TIENE PROYECTADA LA LUZ VERDE;<BR>
3) LOS CONDUCTORES DE VEHICULOS, CUANDO EXISTA UNA O DOS LUCES ROJAS INTERMITENTES ALTERNATIVAMENTE, ESTAN OBLIGADOS A DETENERSE EN LA LINEA DE PARE O, SI NO EXISTE ESTA, HACERLO ANTES DEL PASO PARA PEATONES, EN LAS INMEDIACIONES DE LA INTERSECCION SIN SOBREPASAR ESTA, CUALESQUIERA QUE SEAN LAS CIRCUNSTANCIAS DE VISIBILIDAD, Y CONTINUAR LA MARCHA CEDIENDO EL PASO A LOS VEHICULOS QUE LO HACEN POR LA VIA TRANSVERSAL O DE LOS PEATONES QUE HACEN USO DEL CRUCE; Y<BR>
4) LOS CONDUCTORES DE VEHICULOS, CUANDO EXISTA UNA O DOS LUCES ROJAS INTERMITENTES ALTERNATIVAMENTE EN LOS PASOS A NIVEL, SALIDAS DE AMBULANCIAS, VEHICULOS DE BOMBEROS Y OTROS CON REGIMEN ESPECIAL Y PUENTES MOVILES, NO CONTINUAN LA MARCHA MIENTRAS LA LUZ O LAS LUCES PERMANEZCAN ENCENDIDAS.
",,0,-16-17-23-
151,ARTICULO 151,"La luz amarilla indica que:<BR>
1) los conductores de vehículos están obligados a detenerse en la línea de Pare o, si no existe esta, hacerlo antes del paso para peatones, en las inmediaciones de la intersección sin sobrepasar esta o en la vertical de la señal correspondiente si la hubiere, a no ser que, cuando se proyecte la luz amarilla, se encuentre tan cerca de la intersección que no pueda detener el vehículo en condiciones de seguridad suficiente y que los peatones tienen que pararse sobre la acera o zona de seguridad; y<BR>
2) cuando es intermitente, los conductores de vehículos y peatones pueden continuar la marcha, debiendo extremar las precauciones hasta rebasar la zona regulada.
",23,"LA LUZ AMARILLA INDICA QUE:<BR>
1) LOS CONDUCTORES DE VEHICULOS ESTAN OBLIGADOS A DETENERSE EN LA LINEA DE PARE O, SI NO EXISTE ESTA, HACERLO ANTES DEL PASO PARA PEATONES, EN LAS INMEDIACIONES DE LA INTERSECCION SIN SOBREPASAR ESTA O EN LA VERTICAL DE LA SENAL CORRESPONDIENTE SI LA HUBIERE, A NO SER QUE, CUANDO SE PROYECTE LA LUZ AMARILLA, SE ENCUENTRE TAN CERCA DE LA INTERSECCION QUE NO PUEDA DETENER EL VEHICULO EN CONDICIONES DE SEGURIDAD SUFICIENTE Y QUE LOS PEATONES TIENEN QUE PARARSE SOBRE LA ACERA O ZONA DE SEGURIDAD; Y<BR>
2) CUANDO ES INTERMITENTE, LOS CONDUCTORES DE VEHICULOS Y PEATONES PUEDEN CONTINUAR LA MARCHA, DEBIENDO EXTREMAR LAS PRECAUCIONES HASTA REBASAR LA ZONA REGULADA.
",,0,-16-17-23-
152,ARTICULO 152,"La luz verde indica que:<BR>
1) los conductores de vehículos pueden continuar la marcha por la vía que circulan, girar a la derecha y a la izquierda con precaución en las intersecciones donde no se prohíba este giro cediendo el paso a los vehículos que circulan en sentido contrario y sin obstruir la circulación de los vehículos que lo suceden. Se exceptúan de esta regulación los carriles para lo que se disponga de una fase semafórica para el giro de izquierda, simultánea o no con el sentido recto;<BR>
2) cuando la luz verde se proyecte con flecha, solo se permite a los conductores de los vehículos continuar la marcha en el sentido que indique aquella, independientemente del sentido de circulación de la vía;<BR>
3) cuando existen secciones adicionales al semáforo normal, los conductores pueden continuar la marcha en el sentido en que indican las flechas con independencia de la luz proyectada en el sistema tricolor;<BR>
4) en vías de doble sentido de circulación, cuando se establece mediante flechas girar a la izquierda, se permite también el giro en forma de “U”, siempre y cuando no contravenga lo dispuesto en el Artículo 89, numeral 4; y<BR>
5) en vías de más de un carril de circulación en un mismo sentido controladas por semáforos o una sección por cada carril, los conductores de vehículos pueden continuar la marcha cuando se proyecta la luz verde por el carril en que circula.<BR>
Cuando una luz verde esté intermitente, alerta a los usuarios de la vía que su tiempo está al concluir.
",23,"LA LUZ VERDE INDICA QUE:<BR>
1) LOS CONDUCTORES DE VEHICULOS PUEDEN CONTINUAR LA MARCHA POR LA VIA QUE CIRCULAN, GIRAR A LA DERECHA Y A LA IZQUIERDA CON PRECAUCION EN LAS INTERSECCIONES DONDE NO SE PROHIBA ESTE GIRO CEDIENDO EL PASO A LOS VEHICULOS QUE CIRCULAN EN SENTIDO CONTRARIO Y SIN OBSTRUIR LA CIRCULACION DE LOS VEHICULOS QUE LO SUCEDEN. SE EXCEPTUAN DE ESTA REGULACION LOS CARRILES PARA LO QUE SE DISPONGA DE UNA FASE SEMAFORICA PARA EL GIRO DE IZQUIERDA, SIMULTANEA O NO CON EL SENTIDO RECTO;<BR>
2) CUANDO LA LUZ VERDE SE PROYECTE CON FLECHA, SOLO SE PERMITE A LOS CONDUCTORES DE LOS VEHICULOS CONTINUAR LA MARCHA EN EL SENTIDO QUE INDIQUE AQUELLA, INDEPENDIENTEMENTE DEL SENTIDO DE CIRCULACION DE LA VIA;<BR>
3) CUANDO EXISTEN SECCIONES ADICIONALES AL SEMAFORO NORMAL, LOS CONDUCTORES PUEDEN CONTINUAR LA MARCHA EN EL SENTIDO EN QUE INDICAN LAS FLECHAS CON INDEPENDENCIA DE LA LUZ PROYECTADA EN EL SISTEMA TRICOLOR;<BR>
4) EN VIAS DE DOBLE SENTIDO DE CIRCULACION, CUANDO SE ESTABLECE MEDIANTE FLECHAS GIRAR A LA IZQUIERDA, SE PERMITE TAMBIEN EL GIRO EN FORMA DE “U”, SIEMPRE Y CUANDO NO CONTRAVENGA LO DISPUESTO EN EL ARTICULO 89, NUMERAL 4; Y<BR>
5) EN VIAS DE MAS DE UN CARRIL DE CIRCULACION EN UN MISMO SENTIDO CONTROLADAS POR SEMAFOROS O UNA SECCION POR CADA CARRIL, LOS CONDUCTORES DE VEHICULOS PUEDEN CONTINUAR LA MARCHA CUANDO SE PROYECTA LA LUZ VERDE POR EL CARRIL EN QUE CIRCULA.<BR>
CUANDO UNA LUZ VERDE ESTE INTERMITENTE, ALERTA A LOS USUARIOS DE LA VIA QUE SU TIEMPO ESTA AL CONCLUIR.
",,0,-16-17-23-
153,ARTICULO 153,"Los semáforos de ocupación de carril constan de uno o más lentes, se ubican encima de los carriles de circulación en vías de dos o más carriles y regulan exclusivamente a los vehículos que circulen sobre el que están situados o en el que se indique en el panel de señalización variable, y son:<BR>
1) luz roja: determina la prohibición a los vehículos de ocupar el carril sobre el que está encendida;<BR>
2) Los conductores de los vehículos que circulen por un carril sobre el que se encienda esta luz deberán abandonarlo lo antes posible;<BR>
3) luz verde: indica que está permitido circular por el carril sobre el que está encendida.<BR>
 4) El uso de este carril no exime de la obligación de detenerse ante la luz roja del semáforo o de obedecer cualquier otra señal o marca vial que obligue a detener o ceder el paso o, en su ausencia, a cumplir las normas de prioridad de paso;<BR>
5) luz blanca o amarilla intermitente: no incorporada a una señal de orientación y colocada encima de un carril apuntando hacia abajo de forma oblicua, indica la necesidad de incorporarse en condiciones de seguridad, hacia el carril señalado, ya que aquel por el que circula va a quedar cerrado a la circulación en ese sentido, en corto tiempo.


 
",23,"LOS SEMAFOROS DE OCUPACION DE CARRIL CONSTAN DE UNO O MAS LENTES, SE UBICAN ENCIMA DE LOS CARRILES DE CIRCULACION EN VIAS DE DOS O MAS CARRILES Y REGULAN EXCLUSIVAMENTE A LOS VEHICULOS QUE CIRCULEN SOBRE EL QUE ESTAN SITUADOS O EN EL QUE SE INDIQUE EN EL PANEL DE SENALIZACION VARIABLE, Y SON:<BR>
1) LUZ ROJA: DETERMINA LA PROHIBICION A LOS VEHICULOS DE OCUPAR EL CARRIL SOBRE EL QUE ESTA ENCENDIDA;<BR>
2) LOS CONDUCTORES DE LOS VEHICULOS QUE CIRCULEN POR UN CARRIL SOBRE EL QUE SE ENCIENDA ESTA LUZ DEBERAN ABANDONARLO LO ANTES POSIBLE;<BR>
3) LUZ VERDE: INDICA QUE ESTA PERMITIDO CIRCULAR POR EL CARRIL SOBRE EL QUE ESTA ENCENDIDA.<BR>
 4) EL USO DE ESTE CARRIL NO EXIME DE LA OBLIGACION DE DETENERSE ANTE LA LUZ ROJA DEL SEMAFORO O DE OBEDECER CUALQUIER OTRA SENAL O MARCA VIAL QUE OBLIGUE A DETENER O CEDER EL PASO O, EN SU AUSENCIA, A CUMPLIR LAS NORMAS DE PRIORIDAD DE PASO;<BR>
5) LUZ BLANCA O AMARILLA INTERMITENTE: NO INCORPORADA A UNA SENAL DE ORIENTACION Y COLOCADA ENCIMA DE UN CARRIL APUNTANDO HACIA ABAJO DE FORMA OBLICUA, INDICA LA NECESIDAD DE INCORPORARSE EN CONDICIONES DE SEGURIDAD, HACIA EL CARRIL SENALADO, YA QUE AQUEL POR EL QUE CIRCULA VA A QUEDAR CERRADO A LA CIRCULACION EN ESE SENTIDO, EN CORTO TIEMPO.


 
",,0,-16-17-23-
154,ARTICULO 154,"Para la regulación del tránsito en los pasos a nivel, además de las señales verticales, se pueden utilizar las siguientes:<BR>
1) señal lumínica intermitente de color rojo: colocada en un mástil en los pasos a nivel o barreras, indica la aproximación de un vehículo por la vía férrea y prohíbe el cruce del paso a nivel; y<BR>
2) señal lumínica intermitente de color amarillo; colocada en el mismo mástil o instalación donde se encuentran las señales rojas intermitentes o barreras de protección, en el centro y superior a estas, permite cruzar el paso a nivel con velocidad moderada.
",23,"PARA LA REGULACION DEL TRANSITO EN LOS PASOS A NIVEL, ADEMAS DE LAS SENALES VERTICALES, SE PUEDEN UTILIZAR LAS SIGUIENTES:<BR>
1) SENAL LUMINICA INTERMITENTE DE COLOR ROJO: COLOCADA EN UN MASTIL EN LOS PASOS A NIVEL O BARRERAS, INDICA LA APROXIMACION DE UN VEHICULO POR LA VIA FERREA Y PROHIBE EL CRUCE DEL PASO A NIVEL; Y<BR>
2) SENAL LUMINICA INTERMITENTE DE COLOR AMARILLO; COLOCADA EN EL MISMO MASTIL O INSTALACION DONDE SE ENCUENTRAN LAS SENALES ROJAS INTERMITENTES O BARRERAS DE PROTECCION, EN EL CENTRO Y SUPERIOR A ESTAS, PERMITE CRUZAR EL PASO A NIVEL CON VELOCIDAD MODERADA.
",,0,-16-17-23-
155,ARTICULO 155,"Para la regulación del tránsito del peatón se utilizan semáforos de dos Secciones, con luces rojas y verdes y señales en forma de siluetas o letreros. Estas luces indican que los peatones deben cruzar con la luz verde y detenerse en las aceras, paseos o zonas de seguridad cuando
se proyecta la luz roja. Los semáforos para peatones pueden estar provistos de una señal sonora que indique el tiempo de que dispone el peatón para cruzar la vía.<BR>
Al cruzar una vía con semáforo para peatones debe hacerlo por los lugares marcados en el pavimento, con rapidez atendiendo al tiempo de que dispone para realizar el cruce. En las intersecciones en que existan líneas continuas en forma de “X” puede efectuar el cruce en forma diagonal.
",23,"PARA LA REGULACION DEL TRANSITO DEL PEATON SE UTILIZAN SEMAFOROS DE DOS SECCIONES, CON LUCES ROJAS Y VERDES Y SENALES EN FORMA DE SILUETAS O LETREROS. ESTAS LUCES INDICAN QUE LOS PEATONES DEBEN CRUZAR CON LA LUZ VERDE Y DETENERSE EN LAS ACERAS, PASEOS O ZONAS DE SEGURIDAD CUANDO
SE PROYECTA LA LUZ ROJA. LOS SEMAFOROS PARA PEATONES PUEDEN ESTAR PROVISTOS DE UNA SENAL SONORA QUE INDIQUE EL TIEMPO DE QUE DISPONE EL PEATON PARA CRUZAR LA VIA.<BR>
AL CRUZAR UNA VIA CON SEMAFORO PARA PEATONES DEBE HACERLO POR LOS LUGARES MARCADOS EN EL PAVIMENTO, CON RAPIDEZ ATENDIENDO AL TIEMPO DE QUE DISPONE PARA REALIZAR EL CRUCE. EN LAS INTERSECCIONES EN QUE EXISTAN LINEAS CONTINUAS EN FORMA DE “X” PUEDE EFECTUAR EL CRUCE EN FORMA DIAGONAL.
",,0,-16-17-23-
156,ARTICULO 156,"Se denomina señal vertical al conjunto compuesto por elementos de sustentación, placa y símbolo o leyenda específica inscritos en ella.
Esas señales persiguen los objetivos siguientes:<BR>
1) la seguridad de la circulación;<BR>
2) la eficiencia de la circulación; y<BR>
3) la comodidad de la circulación.<BR>
Para ello advierte los posibles peligros, ordena la circulación de acuerdo con las circunstancias locales, recuerda algunas prescripciones del Código y proporciona al usuario una información conveniente.
",23,"SE DENOMINA SENAL VERTICAL AL CONJUNTO COMPUESTO POR ELEMENTOS DE SUSTENTACION, PLACA Y SIMBOLO O LEYENDA ESPECIFICA INSCRITOS EN ELLA.
ESAS SENALES PERSIGUEN LOS OBJETIVOS SIGUIENTES:<BR>
1) LA SEGURIDAD DE LA CIRCULACION;<BR>
2) LA EFICIENCIA DE LA CIRCULACION; Y<BR>
3) LA COMODIDAD DE LA CIRCULACION.<BR>
PARA ELLO ADVIERTE LOS POSIBLES PELIGROS, ORDENA LA CIRCULACION DE ACUERDO CON LAS CIRCUNSTANCIAS LOCALES, RECUERDA ALGUNAS PRESCRIPCIONES DEL CODIGO Y PROPORCIONA AL USUARIO UNA INFORMACION CONVENIENTE.
",,0,-16-17-23-
157,ARTICULO 157,"Para las señales verticales de la circulación rigen las regulaciones generales siguientes:<BR>
1) todas las advertencias, prohibiciones, limitaciones y señalamientos en general, se efectúan mediante las señales prescritas en el presente Código, y queda prohibi- do el uso de otras señales;<BR>
2) las señales se colocan al lado derecho del sentido de circulación de quien debe observarlas. No obstante, También pueden colocarse señales elevadas encima de los carriles o sendas;<BR>
3) no se pueden destruir, alterar, mover, pintar o simular barreras y señales relativas al tránsito, por personas no autorizadas;<BR>
4) no se pueden colocar carteles, elementos u otros objetos que limiten la visibilidad de las señales del tránsito;<BR>
5) se debe eliminar o podar cualquier tipo de vegetación que impida la visibilidad de las señales, por la autoridad administrativa que corresponda; y<BR>
6) las señales pueden tener diferentes tamaños en correspondencia con las velocidades de circulación de los vehículos.
",23,"PARA LAS SENALES VERTICALES DE LA CIRCULACION RIGEN LAS REGULACIONES GENERALES SIGUIENTES:<BR>
1) TODAS LAS ADVERTENCIAS, PROHIBICIONES, LIMITACIONES Y SENALAMIENTOS EN GENERAL, SE EFECTUAN MEDIANTE LAS SENALES PRESCRITAS EN EL PRESENTE CODIGO, Y QUEDA PROHIBI- DO EL USO DE OTRAS SENALES;<BR>
2) LAS SENALES SE COLOCAN AL LADO DERECHO DEL SENTIDO DE CIRCULACION DE QUIEN DEBE OBSERVARLAS. NO OBSTANTE, TAMBIEN PUEDEN COLOCARSE SENALES ELEVADAS ENCIMA DE LOS CARRILES O SENDAS;<BR>
3) NO SE PUEDEN DESTRUIR, ALTERAR, MOVER, PINTAR O SIMULAR BARRERAS Y SENALES RELATIVAS AL TRANSITO, POR PERSONAS NO AUTORIZADAS;<BR>
4) NO SE PUEDEN COLOCAR CARTELES, ELEMENTOS U OTROS OBJETOS QUE LIMITEN LA VISIBILIDAD DE LAS SENALES DEL TRANSITO;<BR>
5) SE DEBE ELIMINAR O PODAR CUALQUIER TIPO DE VEGETACION QUE IMPIDA LA VISIBILIDAD DE LAS SENALES, POR LA AUTORIDAD ADMINISTRATIVA QUE CORRESPONDA; Y<BR>
6) LAS SENALES PUEDEN TENER DIFERENTES TAMANOS EN CORRESPONDENCIA CON LAS VELOCIDADES DE CIRCULACION DE LOS VEHICULOS.
",,0,-16-17-23-
158,ARTICULO 158,"Las señales, por su contenido y significado, se dividen en los grupos principales siguientes:<BR>
Grupo A “Señales de peligro o precaución” Grupo B “Señales de prioridad”<BR>
Grupo C “Señales de prohibición”<BR>
Grupo D “Señales de obligación”<BR>
Grupo E “Señales de fin de prohibición u obligación”<BR>
Grupo F	“Señales de información”<BR>
Grupo G “Señales de orientación”<BR>
Grupo H “Señales para los pasos a nivel”
",23,"LAS SENALES, POR SU CONTENIDO Y SIGNIFICADO, SE DIVIDEN EN LOS GRUPOS PRINCIPALES SIGUIENTES:<BR>
GRUPO A “SENALES DE PELIGRO O PRECAUCION” GRUPO B “SENALES DE PRIORIDAD”<BR>
GRUPO C “SENALES DE PROHIBICION”<BR>
GRUPO D “SENALES DE OBLIGACION”<BR>
GRUPO E “SENALES DE FIN DE PROHIBICION U OBLIGACION”<BR>
GRUPO F	“SENALES DE INFORMACION”<BR>
GRUPO G “SENALES DE ORIENTACION”<BR>
GRUPO H “SENALES PARA LOS PASOS A NIVEL”
",,0,-16-17-23-
159,ARTICULO 159,"Las señales de peligro o precaución (Grupo A) tienen por objetivo advertir al usuario de la vía la existencia en ella de peligros, e indicarle su naturaleza. Al observarlas, los conductores de vehículos deben tomar las medidas correspondientes.<BR>
Son de forma triangular con uno de sus vértices hacia arriba y tienen el fondo amarillo, orla roja y símbolo en color negro y se fijan antes del tramo peligroso, a una distancia no menor que 100 metros fuera de las poblaciones y que 50 metros dentro de estas.<BR>
Cuando sea necesario, pueden ser colocadas a una distancia menor que las indicadas en el párrafo anterior y llevar como complementarias las descritas en los numerales 12 y 13 del Artículo 172 de este Código.<BR>
Se exceptúan de lo anterior las balizas, que son señales rectangulares de fondo blanco y barras oblicuas rojas, como señales adicionales en las proximidades de los pasos a nivel u otro lugar de peligro.
",23,"LAS SENALES DE PELIGRO O PRECAUCION (GRUPO A) TIENEN POR OBJETIVO ADVERTIR AL USUARIO DE LA VIA LA EXISTENCIA EN ELLA DE PELIGROS, E INDICARLE SU NATURALEZA. AL OBSERVARLAS, LOS CONDUCTORES DE VEHICULOS DEBEN TOMAR LAS MEDIDAS CORRESPONDIENTES.<BR>
SON DE FORMA TRIANGULAR CON UNO DE SUS VERTICES HACIA ARRIBA Y TIENEN EL FONDO AMARILLO, ORLA ROJA Y SIMBOLO EN COLOR NEGRO Y SE FIJAN ANTES DEL TRAMO PELIGROSO, A UNA DISTANCIA NO MENOR QUE 100 METROS FUERA DE LAS POBLACIONES Y QUE 50 METROS DENTRO DE ESTAS.<BR>
CUANDO SEA NECESARIO, PUEDEN SER COLOCADAS A UNA DISTANCIA MENOR QUE LAS INDICADAS EN EL PARRAFO ANTERIOR Y LLEVAR COMO COMPLEMENTARIAS LAS DESCRITAS EN LOS NUMERALES 12 Y 13 DEL ARTICULO 172 DE ESTE CODIGO.<BR>
SE EXCEPTUAN DE LO ANTERIOR LAS BALIZAS, QUE SON SENALES RECTANGULARES DE FONDO BLANCO Y BARRAS OBLICUAS ROJAS, COMO SENALES ADICIONALES EN LAS PROXIMIDADES DE LOS PASOS A NIVEL U OTRO LUGAR DE PELIGRO.
",,0,-16-17-23-
